period,segment,reported_segment_label,sales_usd,operating_profit_usd,operating_margin_pct,filing_period,filing_date,source_url,source_path,source_sha256,table_index,reported_basis,history_authority,reported_ttm_margin_pct,net_cumulative_catchup_adjustment_usd,catchup_neutral_operating_profit_usd,catchup_neutral_ttm_margin_pct
2023Q1,ingalls_shipbuilding,Ingalls,577000000.0,55000000.0,9.532062391681109,2023Q1,2023-05-04,https://www.sec.gov/Archives/edgar/data/1501585/000150158523000014/hii2023q1earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2023-05-04_0001501585-23-000014_EX-99.1_hii2023q1earningsrelease.htm,e74480cf13137080f1a65ff2ae5319a68557aed5b1e2f5a09dc995cdaf3b762a,9,AS_REPORTED_CURRENT_PIT,AS_REPORTED_PIT_HISTORY,10.373608903020667,14000000.0,41000000.0,
2023Q2,ingalls_shipbuilding,Ingalls,664000000.0,65000000.0,9.789156626506024,2023Q2,2023-08-03,https://www.sec.gov/Archives/edgar/data/1501585/000150158523000024/hii2023q2earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2023-08-03_0001501585-23-000024_EX-99.1_hii2023q2earningsrelease.htm,756cdd7a4f0e7e90f6b2bf5d59d7bcd4a62ddcf67a34c48228bab30606d01574,9,AS_REPORTED_CURRENT_PIT,AS_REPORTED_PIT_HISTORY,8.723235527359238,17000000.0,48000000.0,
2023Q3,ingalls_shipbuilding,Ingalls,711000000.0,73000000.0,10.267229254571026,2023Q3,2023-11-02,https://www.sec.gov/Archives/edgar/data/1501585/000150158523000030/hii2023q3earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2023-11-02_0001501585-23-000030_EX-99.1_hii2023q3earningsrelease.htm,e2d36dc345c09085e61dadf1a1e9054cc772db6836ec335b6bcc96ae83c4dd09,9,AS_REPORTED_CURRENT_PIT,AS_REPORTED_PIT_HISTORY,9.310344827586208,23000000.0,50000000.0,
2023Q4,ingalls_shipbuilding,Ingalls,800000000.0,169000000.0,21.125,2023Q4,2024-02-01,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000005/hii2023q4earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2024-02-01_0001501585-24-000005_EX-99.1_hii2023q4earningsrelease.htm,a4820233db4b90b13c468a83841e9bbd976d7cb9a8ca51bb71961e1bef43664e,9,AS_REPORTED_CURRENT_PIT,AS_REPORTED_PIT_HISTORY,13.154069767441861,37000000.0,132000000.0,9.847383720930232
2024Q1,ingalls_shipbuilding,Ingalls,655000000.0,60000000.0,9.16030534351145,2024Q1,2024-05-02,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000011/hii2024q1earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2024-05-02_0001501585-24-000011_EX-99.1_hii2024q1earningsrelease.htm,946aaa0632bd5132395e037ef9571c4a834320b7db5892396488c6068c1e4011,9,AS_REPORTED_CURRENT_PIT,AS_REPORTED_PIT_HISTORY,12.968197879858657,13000000.0,47000000.0,9.787985865724382
2024Q2,ingalls_shipbuilding,Ingalls,712000000.0,56000000.0,7.865168539325842,2024Q2,2024-08-01,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000034/hii2024q2earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2024-08-01_0001501585-24-000034_EX-99.1_hii2024q2earningsrelease.htm,ede2a686eb16d1cf047a45f1020ddffb3198e88c028e9661bdeee77263f4432b,9,AS_REPORTED_CURRENT_PIT,AS_REPORTED_PIT_HISTORY,12.439193884642112,6000000.0,50000000.0,9.69423210562891
2024Q3,ingalls_shipbuilding,Ingalls,664000000.0,49000000.0,7.379518072289157,2024Q3,2024-10-31,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000040/hii2024q3earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2024-10-31_0001501585-24-000040_EX-99.1_hii2024q3earningsrelease.htm,211594c1978545ed97c7efa4cb8d6b48cf159807a3b8e2b0a2a6d3a1f345d871,11,AS_REPORTED_CURRENT_PIT,AS_REPORTED_PIT_HISTORY,11.797951253973862,1000000.0,48000000.0,9.784528435181915
2024Q4,ingalls_shipbuilding,Ingalls,736000000.0,46000000.0,6.25,2024Q4,2025-02-06,https://www.sec.gov/Archives/edgar/data/1501585/000150158525000004/hii2024q4earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2025-02-06_0001501585-25-000004_EX-99.1_hii2024q4earningsrelease.htm,0561dd5b76aacefca396e29d14e37366ce07a54b0e9a7bc4241dd8e9dcfd179f,10,AS_REPORTED_CURRENT_PIT,AS_REPORTED_PIT_HISTORY,7.625587278641127,-6000000.0,52000000.0,7.119624141669679
2025Q1,ingalls_shipbuilding,Ingalls,637000000.0,46000000.0,7.221350078492936,2025Q1,2025-05-01,https://www.sec.gov/Archives/edgar/data/1501585/000150158525000035/hii2025q1earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2025-05-01_0001501585-25-000035_EX-99.1_hii2025q1earningsrelease.htm,e49b548d3cfb0cd12acee825dcf2fa95b6cc81929197a986c3ac0461dd0cb785,9,AS_REPORTED_CURRENT_PIT,AS_REPORTED_PIT_HISTORY,7.166242269916332,0.0,46000000.0,7.129865405602037
2025Q2,ingalls_shipbuilding,Ingalls,724000000.0,54000000.0,7.458563535911603,2025Q2,2025-07-31,https://www.sec.gov/Archives/edgar/data/1501585/000150158525000097/hii2025q2earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2025-07-31_0001501585-25-000097_EX-99.1_hii2025q2earningsrelease.htm,a720e693850daaeee45a8460b4673ef68d18f2522aead5e4b6da4a7e75f8063c,9,AS_REPORTED_CURRENT_PIT,AS_REPORTED_PIT_HISTORY,7.062658457080769,4000000.0,50000000.0,7.0988772183991316
2025Q3,ingalls_shipbuilding,Ingalls,828000000.0,65000000.0,7.85024154589372,2025Q3,2025-10-30,https://www.sec.gov/Archives/edgar/data/1501585/000150158525000109/hii2025q3earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2025-10-30_0001501585-25-000109_EX-99.1_hii2025q3earningsrelease.htm,b3bad45a197ca86f3a80a786df2d3ebe6d321c0857ac3ba921c15577ea8605ac,9,AS_REPORTED_CURRENT_PIT,AS_REPORTED_PIT_HISTORY,7.213675213675214,6000000.0,59000000.0,7.076923076923077
2025Q4,ingalls_shipbuilding,Ingalls,889000000.0,68000000.0,7.64904386951631,2025Q4,2026-02-05,https://www.sec.gov/Archives/edgar/data/1501585/000150158526000004/hiiq42025earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2026-02-05_0001501585-26-000004_EX-99.1_hiiq42025earningsrelease.htm,a75b2819b9738b0cc1ff19610cc24aede58f165412bc80baaae6720c421ad493,10,AS_REPORTED_CURRENT_PIT,AS_REPORTED_PIT_HISTORY,7.569850552306693,6000000.0,62000000.0,7.05003248862898
2026Q1,ingalls_shipbuilding,Ingalls,725000000.0,49000000.0,6.758620689655172,2026Q1,2026-05-05,https://www.sec.gov/Archives/edgar/data/1501585/000150158526000027/hii2026q1earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2026-05-05_0001501585-26-000027_EX-99.1_hii2026q1earningsrelease.htm,82938c39c73524d6ea623e3fa239799b2db3a434148fc9b6dccebe17aec9d21e,9,AS_REPORTED_CURRENT_PIT,AS_REPORTED_PIT_HISTORY,7.454200884396715,-3000000.0,52000000.0,7.043588123815541
2026Q2,ingalls_shipbuilding,Ingalls,845000000.0,58000000.0,6.8639053254437865,2026Q2,2026-07-30,https://www.sec.gov/Archives/edgar/data/1501585/000150158526000045/hii2026q2earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2026-07-30_0001501585-26-000045_EX-99.1_hii2026q2earningsrelease.htm,7597b77e8082170248de963248d8e2ef5284b65aab82cdef97390d89abce8e09,9,AS_REPORTED_CURRENT_PIT,AS_REPORTED_PIT_HISTORY,7.301490721022209,-2000000.0,60000000.0,7.088530574992394
2020Q3,mission_technologies,Technical Solutions,320000000.0,21000000.0,6.5625,2020Q3,2020-11-05,https://www.sec.gov/Archives/edgar/data/1501585/000150158520000039/hiiq32020earningsrelea.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2020-11-05_0001501585-20-000039_EX-99.1_hiiq32020earningsrelea.htm,4a351d0d12da955e03b25847fdd33034597b7f607cf7f1f9c18751473a6b72e7,11,AS_REPORTED_CURRENT_PIT,AS_REPORTED_PIT_HISTORY,0.301659125188537,,,
2020Q4,mission_technologies,Technical Solutions,311000000.0,18000000.0,5.787781350482315,2020Q4,2021-02-11,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000003/hiiq42020earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2021-02-11_0001501585-21-000003_EX-99.1_hiiq42020earningsrelease.htm,ce9d0413699ea40a04ede23ee92ff51c1fd9ff3fab0de6da2aec4c3e0dace6d4,11,AS_REPORTED_CURRENT_PIT,AS_REPORTED_PIT_HISTORY,3.2334384858044163,,,
2021Q1,mission_technologies,Technical Solutions,259000000.0,7000000.0,2.702702702702702,2021Q1,2021-05-06,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000014/hii2021q1earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2021-05-06_0001501585-21-000014_EX-99.1_hii2021q1earningsrelease.htm,c2bf1d6afa665ab9e6e6331de0a1728b72b773eece4ca1a3d987833c6a8eaf49,10,AS_REPORTED_CURRENT_PIT,AS_REPORTED_PIT_HISTORY,4.545454545454546,,,
2021Q2,mission_technologies,Technical Solutions,237000000.0,13000000.0,5.485232067510549,2021Q2,2021-08-05,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000027/hii2021q2earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2021-08-05_0001501585-21-000027_EX-99.1_hii2021q2earningsrelease.htm,497a2b73a082c8eca48684484f43c0883682822d39ac284c3f23da38201746c4,10,AS_REPORTED_CURRENT_PIT,AS_REPORTED_PIT_HISTORY,5.235137533274179,,,
2021Q3,mission_technologies,Technical Solutions,394000000.0,13000000.0,3.2994923857868024,2021Q3,2021-11-04,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000034/hii2021q3earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2021-11-04_0001501585-21-000034_EX-99.1_hii2021q3earningsrelease.htm,7e596583de14f1b5e1714e6176197d0f6f5fbf58b634622f53e603a1aa20bde1,11,AS_REPORTED_CURRENT_PIT,AS_REPORTED_PIT_HISTORY,4.24646128226478,,,
2021Q4,mission_technologies,Technical Solutions,586000000.0,17000000.0,2.901023890784983,2021Q4,2022-02-10,https://www.sec.gov/Archives/edgar/data/1501585/000150158522000004/hii2021q4earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2022-02-10_0001501585-22-000004_EX-99.1_hii2021q4earningsrelease.htm,16806c4afb800a60874caa081d378f70c373d51d373314c5a054e72df708bb6b,11,AS_REPORTED_CURRENT_PIT,AS_REPORTED_PIT_HISTORY,3.387533875338753,,,
2022Q1,mission_technologies,Mission Technologies,590000000.0,9000000.0,1.5254237288135597,2022Q1,2022-05-05,https://www.sec.gov/Archives/edgar/data/1501585/000150158522000011/hii2022q1earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2022-05-05_0001501585-22-000011_EX-99.1_hii2022q1earningsrelease.htm,f9a87909fbf6691bb78f3353e1e8bdb076c53cb71ed7ab3bc1a84cfa2dca4e44,11,AS_REPORTED_CURRENT_PIT,AS_REPORTED_PIT_HISTORY,2.877697841726619,,,
2022Q2,mission_technologies,Mission Technologies,600000000.0,25000000.0,4.166666666666666,2022Q2,2022-08-04,https://www.sec.gov/Archives/edgar/data/1501585/000150158522000024/hii2022q2earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2022-08-04_0001501585-22-000024_EX-99.1_hii2022q2earningsrelease.htm,8f89ec6976a19d4a076a8216abf0e05c0b745079390fcfc2c79da69ee7be077e,11,AS_REPORTED_CURRENT_PIT,AS_REPORTED_PIT_HISTORY,2.9493087557603688,,,
2022Q3,mission_technologies,Mission Technologies,595000000.0,14000000.0,2.3529411764705883,2022Q3,2022-11-03,https://www.sec.gov/Archives/edgar/data/1501585/000150158522000032/hii2022q3earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2022-11-03_0001501585-22-000032_EX-99.1_hii2022q3earningsrelease.htm,5eb713a93b11d939105c5d3e2a38b1fc207a7e0e6280d6d7c2e92b05e9914a40,9,AS_REPORTED_CURRENT_PIT,AS_REPORTED_PIT_HISTORY,2.7414592998734713,,,
2022Q4,mission_technologies,Mission Technologies,602000000.0,15000000.0,2.491694352159469,2022Q4,2023-02-09,https://www.sec.gov/Archives/edgar/data/1501585/000150158523000007/hii2022q4earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2023-02-09_0001501585-23-000007_EX-99.1_hii2022q4earningsrelease.htm,01d4fcdac111828bf23b354aac3c9175125409f4943b5ac3a256a3ca46219513,9,AS_REPORTED_CURRENT_PIT,AS_REPORTED_PIT_HISTORY,2.6392961876832843,,,
2023Q1,mission_technologies,Mission Technologies,624000000.0,17000000.0,2.7243589743589745,2023Q1,2023-05-04,https://www.sec.gov/Archives/edgar/data/1501585/000150158523000014/hii2023q1earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2023-05-04_0001501585-23-000014_EX-99.1_hii2023q1earningsrelease.htm,e74480cf13137080f1a65ff2ae5319a68557aed5b1e2f5a09dc995cdaf3b762a,9,AS_REPORTED_CURRENT_PIT,AS_REPORTED_PIT_HISTORY,2.932672449401074,4000000.0,13000000.0,
2023Q2,mission_technologies,Mission Technologies,645000000.0,9000000.0,1.3953488372093024,2023Q2,2023-08-03,https://www.sec.gov/Archives/edgar/data/1501585/000150158523000024/hii2023q2earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2023-08-03_0001501585-23-000024_EX-99.1_hii2023q2earningsrelease.htm,756cdd7a4f0e7e90f6b2bf5d59d7bcd4a62ddcf67a34c48228bab30606d01574,9,AS_REPORTED_CURRENT_PIT,AS_REPORTED_PIT_HISTORY,2.2303325223033252,3000000.0,6000000.0,
2023Q3,mission_technologies,Mission Technologies,685000000.0,24000000.0,3.5036496350364965,2023Q3,2023-11-02,https://www.sec.gov/Archives/edgar/data/1501585/000150158523000030/hii2023q3earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2023-11-02_0001501585-23-000030_EX-99.1_hii2023q3earningsrelease.htm,e2d36dc345c09085e61dadf1a1e9054cc772db6836ec335b6bcc96ae83c4dd09,9,AS_REPORTED_CURRENT_PIT,AS_REPORTED_PIT_HISTORY,2.543035993740219,4000000.0,20000000.0,
2023Q4,mission_technologies,Mission Technologies,745000000.0,51000000.0,6.845637583892618,2023Q4,2024-02-01,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000005/hii2023q4earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2024-02-01_0001501585-24-000005_EX-99.1_hii2023q4earningsrelease.htm,a4820233db4b90b13c468a83841e9bbd976d7cb9a8ca51bb71961e1bef43664e,9,AS_REPORTED_CURRENT_PIT,AS_REPORTED_PIT_HISTORY,3.742126713597629,7000000.0,44000000.0,3.075213041867358
2024Q1,mission_technologies,Mission Technologies,750000000.0,28000000.0,3.733333333333334,2024Q1,2024-05-02,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000011/hii2024q1earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2024-05-02_0001501585-24-000011_EX-99.1_hii2024q1earningsrelease.htm,946aaa0632bd5132395e037ef9571c4a834320b7db5892396488c6068c1e4011,9,AS_REPORTED_CURRENT_PIT,AS_REPORTED_PIT_HISTORY,3.9646017699115044,1000000.0,27000000.0,3.433628318584071
2024Q2,mission_technologies,Mission Technologies,765000000.0,36000000.0,4.705882352941177,2024Q2,2024-08-01,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000034/hii2024q2earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2024-08-01_0001501585-24-000034_EX-99.1_hii2024q2earningsrelease.htm,ede2a686eb16d1cf047a45f1020ddffb3198e88c028e9661bdeee77263f4432b,9,AS_REPORTED_CURRENT_PIT,AS_REPORTED_PIT_HISTORY,4.719864176570458,8000000.0,28000000.0,4.040747028862478
2024Q3,mission_technologies,Mission Technologies,709000000.0,33000000.0,4.65444287729196,2024Q3,2024-10-31,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000040/hii2024q3earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2024-10-31_0001501585-24-000040_EX-99.1_hii2024q3earningsrelease.htm,211594c1978545ed97c7efa4cb8d6b48cf159807a3b8e2b0a2a6d3a1f345d871,11,AS_REPORTED_CURRENT_PIT,AS_REPORTED_PIT_HISTORY,4.98484338160997,5000000.0,28000000.0,4.277534523408555
2024Q4,mission_technologies,Mission Technologies,713000000.0,19000000.0,2.664796633941094,2024Q4,2025-02-06,https://www.sec.gov/Archives/edgar/data/1501585/000150158525000004/hii2024q4earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2025-02-06_0001501585-25-000004_EX-99.1_hii2024q4earningsrelease.htm,0561dd5b76aacefca396e29d14e37366ce07a54b0e9a7bc4241dd8e9dcfd179f,10,AS_REPORTED_CURRENT_PIT,AS_REPORTED_PIT_HISTORY,3.949608443990466,0.0,19000000.0,3.472931562819203
2025Q1,mission_technologies,Mission Technologies,735000000.0,40000000.0,5.442176870748299,2025Q1,2025-05-01,https://www.sec.gov/Archives/edgar/data/1501585/000150158525000035/hii2025q1earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2025-05-01_0001501585-25-000035_EX-99.1_hii2025q1earningsrelease.htm,e49b548d3cfb0cd12acee825dcf2fa95b6cc81929197a986c3ac0461dd0cb785,9,AS_REPORTED_CURRENT_PIT,AS_REPORTED_PIT_HISTORY,4.380561259411362,6000000.0,34000000.0,3.730321697467488
2025Q2,mission_technologies,Mission Technologies,791000000.0,36000000.0,4.551201011378002,2025Q2,2025-07-31,https://www.sec.gov/Archives/edgar/data/1501585/000150158525000097/hii2025q2earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2025-07-31_0001501585-25-000097_EX-99.1_hii2025q2earningsrelease.htm,a720e693850daaeee45a8460b4673ef68d18f2522aead5e4b6da4a7e75f8063c,9,AS_REPORTED_CURRENT_PIT,AS_REPORTED_PIT_HISTORY,4.341926729986431,3000000.0,33000000.0,3.8670284938941655
2025Q3,mission_technologies,Mission Technologies,787000000.0,34000000.0,4.320203303684879,2025Q3,2025-10-30,https://www.sec.gov/Archives/edgar/data/1501585/000150158525000109/hii2025q3earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2025-10-30_0001501585-25-000109_EX-99.1_hii2025q3earningsrelease.htm,b3bad45a197ca86f3a80a786df2d3ebe6d321c0857ac3ba921c15577ea8605ac,9,AS_REPORTED_CURRENT_PIT,AS_REPORTED_PIT_HISTORY,4.26305353602115,4000000.0,30000000.0,3.8334434897554526
2025Q4,mission_technologies,Mission Technologies,731000000.0,43000000.0,5.88235294117647,2025Q4,2026-02-05,https://www.sec.gov/Archives/edgar/data/1501585/000150158526000004/hiiq42025earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2026-02-05_0001501585-26-000004_EX-99.1_hiiq42025earningsrelease.htm,a75b2819b9738b0cc1ff19610cc24aede58f165412bc80baaae6720c421ad493,10,AS_REPORTED_CURRENT_PIT,AS_REPORTED_PIT_HISTORY,5.026281208935611,7000000.0,36000000.0,4.369250985545335
2026Q1,mission_technologies,Mission Technologies,748000000.0,35000000.0,4.679144385026738,2026Q1,2026-05-05,https://www.sec.gov/Archives/edgar/data/1501585/000150158526000027/hii2026q1earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2026-05-05_0001501585-26-000027_EX-99.1_hii2026q1earningsrelease.htm,82938c39c73524d6ea623e3fa239799b2db3a434148fc9b6dccebe17aec9d21e,9,AS_REPORTED_CURRENT_PIT,AS_REPORTED_PIT_HISTORY,4.841347726529277,13000000.0,22000000.0,3.9581288845273144
2026Q2,mission_technologies,Mission Technologies,760000000.0,55000000.0,7.236842105263158,2026Q2,2026-07-30,https://www.sec.gov/Archives/edgar/data/1501585/000150158526000045/hii2026q2earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2026-07-30_0001501585-26-000045_EX-99.1_hii2026q2earningsrelease.htm,7597b77e8082170248de963248d8e2ef5284b65aab82cdef97390d89abce8e09,9,AS_REPORTED_CURRENT_PIT,AS_REPORTED_PIT_HISTORY,5.518836748182419,4000000.0,51000000.0,4.593522802379379
